CA,33.436,-117.324,DE LUZ WARM SPRINGS,85,,,,,,,
CA,37.677,-118.790,DEHY HOT SPRING,134,,,,,,,
CA,35.558,-118.612,DELONEGHA HOT SPRINGS,112,,,,,,,
CA,35.528,-118.665,DEMOCRAT HOT SPRINGS,115,,,,,,,
CA,36.036,-117.802,DEVILS KITCHEN,207,,,,,,,
CA,40.440,-121.434,DEVILS KITCHEN,203,,,,,,,
CA,36.330,-117.948,DIRTY SOCKS HOT SPRING,93,,,,,,,
CA,36.084,-121.584,DOLANS HOT SPRING,98,,,,,,,
CA,33.512,-115.827,DOS PALMAS SPRING,84,,,,,,,
CA,40.444,-121.409,DRAKESBAD,151,,,,,,,
CA,33.896,-117.057,EDEN HOT SPRINGS,109,,,,,,,
CA,34.159,-118.499,EL ENCINO SPRINGS,79,,,,,,,
CA,39.057,-122.475,ELGIN MINE,156,,,,,,,
CA,38.897,-122.882,ENGLAND SPRINGS,76,,,,,,,
CA,41.492,-120.700,ESSEX SPRINGS,91,,,,,,,
CA,33.664,-117.913,FAIRVIEW HOT SPRING,96,,,,,,,
CA,38.348,-119.400,FALES HOT SPRINGS,180,,,,,,,
CA,37.532,-119.025,FISH CREEK HOT SPRINGS,110,,,,,,,
CA,33.407,-116.035,FISH SPRINGS,90,,,,,,,
CA,41.860,-120.158,FORT BIDWELL HOT SPRING,113,,,,,,,
CA,39.348,-122.668,FOUTS SPRINGS,79,,,,,,,
CA,36.031,-117.833,FUMAROLE,203,,,,,,,
CA,38.979,-122.659,FUMAROLE, H,,,,,,,
CA,37.622,-119.028,FUMAROLES,H,,,,,,,
CA,33.835,-116.988,GILMAN HOT SPRINGS,117,,,,,,,
CA,37.108,-121.478,GILROY HOT SPRINGS,106,,,,,,,
CA,33.753,-117.495,GLEN IVY HOT SPRINGS,131,,,,,,,
CA,38.835,-122.731,GORDON WARM SPRINGS,97,,,,,,,
CA,37.029,-117.383,GRAPEVINE SPRINGS,100,,,,,,,
CA,39.002,-122.498,GRIZZLY SPRING,68,,,,,,,
CA,38.699,-119.846,GROVERS HOT SPRINGS,147,,,,,,,
CA,40.393,-121.507,GROWLER HOT SPRING,203,,,,,,,
CA,38.785,-122.655,HARBIN SPRINGS,120,,,,,,,
CA,40.245,-120.007,HIGH ROCK SPRING,86,,,,,,,
CA,33.969,-116.942,HIGHLAND SPRINGS,112,,,,,,,
CA,38.936,-122.907,HIGHLAND SPRINGS,84,,,,,,,
CA,38.925,-122.770,HILDEBRANDE SPRING,77,,,,,,,
CA,38.800,-123.170,HOODS HOT SPRINGS,100,,,,,,,
CA,38.994,-122.742,HORSESHOE SPRING,108,,,,,,,
CA,37.665,-118.828,HOT CREEK GORGE SPRINGS,199,,,,,,,
CA,37.656,-118.834,HOT CREEK SPRINGS,171,,,,,,,
CA,41.607,-121.523,HOT SPOT,191,,,,,,,
CA,37.708,-118.813,HOT SPRING,68,,,,,,,
CA,38.048,-119.081,HOT SPRING,151,,,,,,,
CA,35.727,-118.408,HOT SPRING,113,,,,,,,
CA,40.364,-120.243,HOT SPRING,204,,,,,,,
CA,41.407,-122.197,HOT SPRING, FUMAROLES,,,,,,,
CA,41.012,-121.274,HOT SPRINGS,H,,,,,,,
CA,37.648,-118.806,HOT SPRINGS,129,,,,,,,
CA,41.266,-120.080,HOT SPRINGS (MENLO BATHS),135,,,,,,,
CA,41.534,-120.078,HOT SPRINGS (SURPRISE VALLEY),208,,,,,,,
CA,40.440,-121.420,HOT SPRINGS VALLEY,83,,,,,,,
CA,38.858,-122.671,HOWARD SPRINGS,113,,,,,,,
CA,41.036,-121.926,HUNT HOT SPRING,136,,,,,,,
CA,40.142,-120.935,INDIAN VALLEY HOT SPRINGS,106,,,,,,,
CA,36.773,-120.898,IRIDAT SPRING,73,,,,,,,
CA,39.657,-123.585,JACKSON VALLEY MUD SPRINGS,80,,,,,,,
CA,32.617,-116.189,JACUMBA HOT SPRINGS,101,,,,,,,
CA,39.033,-122.445,JONES FOUNTAIN OF LIFE SPRING,142,,,,,,,
CA,36.229,-118.302,JORDAN HOT SPRINGS,124,,,,,,,
CA,36.675,-116.923,KEANE WONDER SPRING,93,,,,,,,
CA,41.126,-121.028,KELLOG HOT SPRINGS,172,,,,,,,
CA,41.450,-120.834,KELLY HOT SPRING,198,,,,,,,
CA,37.253,-118.373,KEOUGH HOT SPRINGS,124,,,,,,,
CA,36.477,-118.404,KERN HOT SPRING,109,,,,,,,
CA,41.973,-122.202,KLAMATH HOT SPRING,156,,,,,,,
CA,41.670,-120.206,LAKE CITY HOT SPRINGS,207,,,,,,,
CA,33.837,-117.145,LAKEVIEW HOT SPRINGS,100,,,,,,,
CA,34.503,-120.219,LAS CRUCES HOT SPRINGS,99,,,,,,,
CA,41.600,-120.088,LEONARDS HOT SPRINGS,144,,,,,,,
CA,34.537,-119.613,LITTLE CALIENTE SPRING,90,,,,,,,
CA,38.767,-122.748,LITTLE GEYSERS,210,,,,,,,
CA,37.692,-118.839,LITTLE HOT CREEK SPRING,180,,,,,,,
CA,41.229,-121.405,LITTLE HOT SPRING,169,,,,,,,
CA,36.698,-117.848,LITTLE HUNTER CANYON SPRINGS,81,,,,,,,
CA,37.573,-121.445,LONE TREE MINERAL SPRING,73,,,,,,,
CA,38.394,-122.552,LOS GUILICOS WARM SPRINGS,88,,,,,,,
CA,36.806,-117.771,LOWER WARM SPRINGS,110,,,,,,,
CA,38.550,-122.720,MARK WEST SPRINGS,88,,,,,,,
CA,34.482,-119.302,MATILIJA HOT SPRINGS,109,,,,,,,
CA,33.733,-114.907,MCCOY SPRING,82,,,,,,,
CA,39.728,-120.547,MCLEAR WARM SPRINGS,86,,,,,,,
CA,36.703,-120.860,MERCEY HOT SPRINGS,119,,,,,,,
CA,40.457,-121.545,MILL CREEK SPRINGS,150,,,,,,,
